frame_len,frame_protocols,eth_src,eth_dst,ip_src,ip_dst,ip_len,ip_flags,tcp_srcport,tcp_dstport,tcp_len,tcp_flags,tcp_retransmission,tcp_rtt,flow_count,flow_final_count,packets,snort_alert,snort_alert_type,LL_dnp3_src,LL_dnp3_dst,LL_dnp3_len,LL_dnp3_ctl,TL_dnp3_tr_ctl,AL_dnp3_al_func,AL_dnp3_al_ctl,AL_dnp3_obj,DNP3 Object Count,DNP3 Objects,AL_Payload,value1,value2,value3,value4,Use_Case
60,0,0,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2,0,5,0,0,129,4,0,1,78.0,5,80.1855,160.76,45.4374,119.844,2
42,0,1,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,2,0,5,0,0,129,5,0,1,78.0,10,80.1855,160.76,45.4374,119.844,2
60,0,0,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,4,0,5,0,0,129,14,0,1,1100.0,2,80.1855,160.76,45.4374,119.844,2
42,0,1,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,1,0,2,0,0,129,0,1,38,1.0,55,80.1855,1197.63,45.4374,119.844,2
81,1,0,1,1,2,7,1,2,1,7,1,0,-1.0,10,2,30,0,1,4,0,5,0,0,129,15,0,1,1300.0,7,80.1855,1197.63,45.4374,119.844,2
85,1,1,0,2,1,8,1,1,2,8,1,0,0.000874,0,0,0,1,0,4,0,3,0,0,129,0,1,42,1.0,20,80.1855,1197.63,45.4374,103.205,2
60,0,0,2,0,0,0,0,0,0,0,0,0,-1.0,12,2,36,1,2,2,0,4,0,0,129,6,1,55,2.0,21,80.1855,1197.63,70.815,103.205,2
60,0,0,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,1,0,6,0,0,129,1,3,1,1.0,62,80.1855,1197.63,70.815,103.205,2
60,0,0,2,0,0,0,0,0,0,0,0,0,-1.0,6,1,18,1,2,3,0,1,0,0,129,4,1,33,16.0,41,80.1855,1197.63,70.815,103.205,2
72,1,0,1,1,2,6,1,3,1,4,1,0,-1.0,6,1,18,0,1,0,0,0,0,0,129,13,2,32,255.0,42,-75.3731,1197.63,70.815,103.205,2
225,1,1,0,2,1,3,1,1,3,3,1,0,0.000361,0,0,0,0,1,3,0,5,0,0,129,5,0,1,1000.0,0,-75.3731,1197.63,70.815,103.205,2
42,0,1,2,0,0,0,0,0,0,0,0,0,-1.0,5,1,15,0,1,1,0,2,0,0,129,2,1,38,1.0,57,-75.3731,1198.99,70.815,103.205,2
42,0,1,2,0,0,0,0,0,0,0,0,0,-1.0,5,1,15,0,1,4,0,3,0,0,129,1,1,42,1.0,13,-75.3731,1198.99,70.815,1302.21,2
42,0,1,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2,0,4,0,0,129,7,1,55,2.0,24,-75.3731,1198.99,77.914,1302.21,2
89,1,0,1,1,2,9,1,3,1,9,1,0,-1.0,0,0,0,0,1,3,0,1,0,0,129,6,1,33,8.0,38,-75.3731,1198.99,77.914,1302.21,2
91,1,1,0,2,1,10,1,1,3,10,1,0,0.001404,0,0,0,0,1,0,0,0,0,0,129,14,2,32,255.0,47,-66.7004,1198.99,77.914,1302.21,2
42,0,1,0,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,1,0,2,0,0,129,3,1,38,1.0,58,-66.7004,1198.99,77.914,1302.21,2
60,0,0,1,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,4,0,3,0,0,129,2,1,42,1.0,12,-66.7004,279.6491270970575,77.914,1302.21,2
89,1,0,1,1,2,9,1,3,1,9,1,0,-1.0,11,2,32,0,1,2,0,4,0,0,129,8,1,55,2.0,25,-66.7004,279.6491270970575,77.914,567.1986196601943,2
91,1,1,0,2,1,10,1,1,3,10,1,0,0.001209,0,0,0,1,0,3,0,1,0,0,129,7,1,33,8.0,37,-66.7004,279.6491270970575,384.8052315722739,567.1986196601943,2
60,0,0,2,0,0,0,0,0,0,0,0,0,-1.0,10,2,29,1,2,0,0,0,0,0,129,15,2,32,255.0,45,-66.7004,279.6491270970575,384.8052315722739,567.1986196601943,2
72,1,0,3,1,2,11,1,6,1,6,1,0,-1.0,0,0,0,0,1,9,0,5,0,0,129,0,1,42,1.0,21,-50.81743885600337,279.6491270970575,384.8052315722739,1350.55,2
239,1,3,0,2,1,7,1,1,6,7,1,0,0.000439,0,0,0,0,1,8,0,2,0,0,129,4,1,33,0.0,201,-50.81743885600337,279.6491270970575,384.8052315722739,1350.55,2
72,1,0,3,1,2,11,1,4,1,6,1,0,-1.0,6,1,18,0,1,5,0,3,0,0,129,13,2,36,511.0,300,-50.81743885600337,279.6491270970575,384.8052315722739,1350.55,2
206,1,3,0,2,1,4,1,1,4,3,1,0,0.000513,0,0,0,0,1,6,0,4,0,0,129,1,1,38,1.0,269,-50.81743885600337,1211.67,384.8052315722739,1350.55,2
72,1,0,3,1,2,11,1,3,1,6,1,0,-1.0,0,0,0,0,1,1,0,8,0,0,129,9,1,58,1.0,113,-50.81743885600337,1211.67,384.8052315722739,1350.55,2
208,1,3,0,2,1,5,1,1,3,4,1,0,0.000453,0,0,0,0,1,2,0,1,0,0,129,0,2,32,255.0,228,-56.2571,1211.67,384.8052315722739,1350.55,2
60,0,0,3,0,0,0,0,0,0,0,0,0,-1.0,11,2,33,0,1,3,0,11,0,0,129,15,2,16,15.0,141,-56.2571,1211.67,384.8052315722739,1350.55,2
42,0,3,0,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,0,0,6,0,0,129,9,1,46,1.0,53,-56.2571,1211.67,384.8052315722739,1350.55,2
72,1,0,3,1,2,11,1,8,1,6,1,0,-1.0,0,0,0,0,1,4,0,0,0,0,129,14,2,28,127.0,179,-56.2571,1211.67,384.8052315722739,1350.55,2
225,1,3,0,2,1,6,1,1,8,5,1,0,0.001592,0,0,0,0,1,6,0,10,0,0,129,2,3,1,1.0,311,-56.2571,1211.67,384.8052315722739,1350.55,2
72,1,0,3,1,2,11,1,11,1,6,1,0,-1.0,0,0,0,0,1,7,0,7,0,0,129,7,1,55,2.0,86,-56.2571,1211.67,79.8731,1350.55,2
293,1,3,0,2,1,10,1,1,11,10,1,0,0.001764,0,0,0,1,2,6,0,9,0,0,129,3,0,1,1200.0,2,-56.2571,1211.67,79.8731,1350.55,2
42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,9,0,5,0,0,129,1,1,42,1.0,22,-56.2571,1211.67,79.8731,1350.55,2
42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,5,1,15,0,1,8,0,2,0,0,129,5,1,33,0.0,200,-56.2571,1211.67,79.8731,1350.55,2
42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,5,0,3,0,0,129,14,2,36,511.0,301,-56.2571,1211.67,79.8731,1350.55,2
72,1,0,3,1,2,11,1,7,1,6,1,0,-1.0,0,0,0,0,1,6,0,4,0,0,129,4,1,38,1.0,268,-56.2571,1204.46,79.8731,1350.55,2
196,1,3,0,2,1,3,1,1,7,2,1,0,0.000603,0,0,0,0,1,1,0,8,0,0,129,10,1,58,1.0,112,-56.2571,1204.46,79.8731,1350.55,2
72,1,0,3,1,2,11,1,5,1,6,1,0,-1.0,5,1,15,0,1,6,0,9,0,0,129,5,0,1,1100.0,5,-56.2571,1204.46,79.8731,1350.55,2
142,1,3,0,2,1,1,1,1,5,15,1,0,0.001261,0,0,0,0,1,2,0,1,0,0,129,1,2,32,255.0,229,-56.4258,1204.46,79.8731,1350.55,2
72,1,0,3,1,2,11,1,10,1,6,1,0,-1.0,0,0,0,0,1,3,0,11,0,0,129,0,2,16,15.0,144,-56.4258,1204.46,79.8731,1350.55,2
253,1,3,0,2,1,8,1,1,10,8,1,0,0.000701,0,0,0,0,1,0,0,6,0,0,129,10,1,46,1.0,54,-56.4258,1204.46,79.8731,1350.55,2
72,1,0,3,1,2,11,1,9,1,6,1,0,-1.0,5,1,15,0,1,4,0,0,0,0,129,15,2,28,127.0,180,-56.4258,1204.46,79.8731,1350.55,2
182,1,3,0,2,1,2,1,1,9,1,1,0,0.001642,0,0,0,0,1,7,0,7,0,0,129,8,1,55,2.0,85,-56.4258,1204.46,79.9201,1350.55,2
89,1,0,3,1,2,14,1,8,1,13,1,0,-1.0,0,0,0,0,1,8,0,9,0,0,129,6,0,1,1003.0,1,-56.4258,1204.46,79.9201,1350.55,2
91,1,3,0,2,1,15,1,1,8,14,1,0,0.001041,0,0,0,1,0,9,0,5,0,0,129,2,1,42,1.0,23,-56.4258,1204.46,79.9201,1350.55,2
42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,21,5,63,0,1,8,0,2,0,0,129,7,1,33,0.0,199,-56.4258,1204.46,79.9201,1350.55,2
42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,5,0,3,0,0,129,15,2,36,511.0,302,-56.4258,1204.46,79.9201,1350.55,2
42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,4,1,12,0,1,6,0,4,0,0,129,6,1,38,1.0,267,-56.4258,1201.01,79.9201,1350.55,2
72,1,0,3,1,2,11,1,2,1,6,1,0,-1.0,0,0,0,0,1,1,0,8,0,0,129,11,1,58,1.0,111,-56.4258,1201.01,79.9201,1350.55,2
286,1,3,0,2,1,9,1,1,2,9,1,0,0.001963,0,0,0,0,1,2,0,1,0,0,129,2,2,32,255.0,230,-56.3984,1201.01,79.9201,1350.55,2
81,1,0,3,1,2,12,1,8,1,11,1,0,-1.0,0,0,0,0,1,3,0,11,0,0,129,1,2,16,15.0,142,-56.3984,1201.01,79.9201,1350.55,2
85,1,3,0,2,1,13,1,1,8,12,1,0,0.000977,0,0,0,1,0,7,0,9,0,0,129,9,0,1,2.0,4,-56.3984,1201.01,79.9201,1350.55,2
72,1,0,3,1,2,11,1,6,1,6,1,0,-1.0,18,3,54,0,1,0,0,6,0,0,129,11,1,46,1.0,55,-56.3984,1201.01,79.9201,1350.55,2
239,1,3,0,2,1,7,1,1,6,7,1,0,0.001093,0,0,0,0,1,4,0,0,0,0,129,0,2,28,127.0,181,-56.3984,1201.01,79.9201,1350.55,2
72,1,0,3,1,2,11,1,4,1,6,1,0,-1.0,6,1,18,0,1,7,0,7,0,0,129,10,1,55,2.0,84,-56.3984,1201.01,79.5727,1350.55,2
206,1,3,0,2,1,4,1,1,4,3,1,0,0.001037,0,0,0,0,1,7,0,9,0,0,129,11,0,1,2.0,10,-56.3984,1201.01,79.5727,1350.55,2
72,1,0,3,1,2,11,1,3,1,6,1,0,-1.0,0,0,0,0,1,9,0,5,0,0,129,3,1,42,1.0,24,-56.3984,1201.01,79.5727,1350.55,2
208,1,3,0,2,1,5,1,1,3,4,1,0,0.001064,0,0,0,0,1,8,0,2,0,0,129,8,1,33,0.0,198,-56.3984,1201.01,79.5727,1350.55,2
60,0,0,4,0,0,0,0,0,0,0,0,0,-1.0,11,2,33,0,1,5,0,3,0,0,129,0,2,36,511.0,303,-56.3984,1201.01,79.5727,1350.55,2
60,0,2,3,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,6,0,4,0,0,129,7,1,38,1.0,266,-56.3984,1200.52,79.5727,1350.55,2
42,0,3,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,1,0,8,0,0,129,12,1,58,1.0,110,-56.3984,1200.52,79.5727,1350.55,2
72,1,0,3,1,2,11,1,8,1,6,1,0,-1.0,0,0,0,0,1,2,0,1,0,0,129,3,2,32,255.0,231,-56.3844,1200.52,79.5727,1350.55,2
225,1,3,0,2,1,6,1,1,8,5,1,0,0.001086,0,0,0,0,1,3,0,11,0,0,129,2,2,16,15.0,143,-56.3844,1200.52,79.5727,1350.55,2
60,0,0,3,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,9,0,9,0,0,129,4,0,1,1001.0,0,-56.3844,1200.52,79.5727,1350.55,2
42,0,3,0,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,0,0,6,0,0,129,12,1,46,1.0,56,-56.3844,1200.52,79.5727,1350.55,2
72,1,0,3,1,2,11,1,11,1,6,1,0,-1.0,0,0,0,0,1,4,0,0,0,0,129,1,2,28,127.0,170,-56.3844,1200.52,79.5727,1350.55,2
293,1,3,0,2,1,10,1,1,11,10,1,0,0.001279,0,0,0,1,2,9,0,9,0,0,129,5,0,1,2.0,7,-56.3844,1200.52,79.5727,1350.55,2
60,0,0,4,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,7,0,7,0,0,129,12,1,55,2.0,78,-56.3844,1200.52,80.486,1350.55,2
42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,9,0,5,0,0,129,6,1,42,1.0,19,-56.3844,1200.52,80.486,1318.34,2
81,1,0,3,1,2,12,1,8,1,11,1,0,-1.0,0,0,0,0,1,8,0,2,0,0,129,9,1,33,0.0,203,-56.3844,1200.52,80.486,1318.34,2
85,1,3,0,2,1,13,1,1,8,12,1,0,0.001145,0,0,0,0,1,5,0,3,0,0,129,1,2,36,511.0,298,-56.3844,1200.52,80.486,1318.34,2
42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,0,6,0,4,0,0,129,8,1,38,1.0,265,-56.3844,1207.1,80.486,1318.34,2
60,0,0,4,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,1,0,8,0,0,129,13,1,58,1.0,114,-56.3844,1207.1,80.486,1318.34,2
42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,5,1,15,0,1,2,0,1,0,0,129,4,2,32,255.0,212,-56.6875,1207.1,80.486,1318.34,2
72,1,0,3,1,2,11,1,7,1,6,1,0,-1.0,5,1,15,0,1,3,0,11,0,0,129,3,2,16,15.0,140,-56.6875,1207.1,80.486,1318.34,2
196,1,3,0,2,1,3,1,1,7,2,1,0,0.002068,0,0,0,0,1,0,0,6,0,0,129,13,1,46,1.0,57,-56.6875,1207.1,80.486,1318.34,2
72,1,0,3,1,2,11,1,5,1,6,1,0,-1.0,0,0,0,0,1,4,0,0,0,0,129,2,2,28,127.0,177,-56.6875,1207.1,80.486,1318.34,2
142,1,3,0,2,1,1,1,1,5,15,1,0,0.002209,0,0,0,0,1,7,0,7,0,0,129,13,1,55,2.0,83,-56.6875,1207.1,80.678,1318.34,2
72,1,0,3,1,2,11,1,10,1,6,1,0,-1.0,5,1,15,0,1,9,0,5,0,0,129,7,1,42,1.0,14,-56.6875,1207.1,80.678,1310.85,2
253,1,3,0,2,1,8,1,1,10,8,1,0,0.002213,0,0,0,0,1,8,0,2,0,0,129,10,1,33,0.0,207,-56.6875,1207.1,80.678,1310.85,2
72,1,0,3,1,2,11,1,9,1,6,1,0,-1.0,0,0,0,0,1,5,0,3,0,0,129,2,2,36,511.0,294,-56.6875,1207.1,80.678,1310.85,2
182,1,3,0,2,1,2,1,1,9,1,1,0,0.002038,0,0,0,0,1,6,0,4,0,0,129,9,1,38,1.0,264,-56.6875,1207.29,80.678,1310.85,2
60,0,0,4,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,1,0,8,0,0,129,14,1,58,1.0,118,-56.6875,1207.29,80.678,1310.85,2
60,0,0,4,0,0,0,0,0,0,0,0,0,-1.0,5,1,15,1,2,2,0,1,0,0,129,5,2,32,255.0,213,-56.7556,1207.29,80.678,1310.85,2
60,0,0,4,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,3,0,11,0,0,129,4,2,16,15.0,138,-56.7556,1207.29,80.678,1310.85,2
42,0,3,0,0,0,0,0,0,0,0,0,0,-1.0,4,1,12,0,1,0,0,6,0,0,129,14,1,46,1.0,58,-56.7556,1207.29,80.678,1310.85,2
60,0,0,3,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,4,0,0,0,0,129,3,2,28,127.0,173,-56.7556,1207.29,80.678,1310.85,2
60,0,0,4,0,0,0,0,0,0,0,0,0,-1.0,9,2,26,1,2,7,0,7,0,0,129,14,1,55,2.0,82,-56.7556,1207.29,80.6764,1310.85,2
42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,4,1,12,0,1,9,0,5,0,0,129,8,1,42,1.0,15,-56.7556,1207.29,80.6764,1310.71,2
60,0,0,4,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,8,0,2,0,0,129,11,1,33,0.0,206,-56.7556,1207.29,80.6764,1310.71,2
42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,5,0,3,0,0,129,3,2,36,511.0,295,-56.7556,1207.29,80.6764,1310.71,2
60,0,0,4,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,6,0,4,0,0,129,10,1,38,1.0,263,-56.7556,1207.18,80.6764,1310.71,2
42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,1,0,8,0,0,129,15,1,58,1.0,117,-56.7556,1207.18,80.6764,1310.71,2
72,1,0,3,1,2,11,1,2,1,6,1,0,-1.0,4,1,12,0,1,2,0,1,0,0,129,6,2,32,255.0,214,-56.8574,1207.18,80.6764,1310.71,2
286,1,3,0,2,1,9,1,1,2,9,1,0,0.002422,0,0,0,0,1,3,0,11,0,0,129,5,2,16,15.0,136,-56.8574,1207.18,80.6764,1310.71,2
81,1,0,3,1,2,12,1,4,1,11,1,0,-1.0,12,2,36,0,1,0,0,6,0,0,129,15,1,46,1.0,59,-56.8574,1207.18,80.6764,1310.71,2
85,1,3,0,2,1,13,1,1,4,12,1,0,0.001818,0,0,0,1,0,4,0,0,0,0,129,4,2,28,127.0,174,-56.8574,1207.18,80.6764,1310.71,2
72,1,0,3,1,2,11,1,6,1,6,1,0,-1.0,13,2,38,0,1,7,0,7,0,0,129,15,1,55,2.0,81,-56.8574,1207.18,80.6674,1310.71,2
239,1,3,0,2,1,7,1,1,6,7,1,0,0.001638,0,0,0,0,1,9,0,5,0,0,129,9,1,42,1.0,16,-56.8574,1207.18,80.6674,1310.67,2
72,1,0,3,1,2,11,1,4,1,6,1,0,-1.0,0,0,0,0,1,8,0,2,0,0,129,12,1,33,0.0,205,-56.8574,1207.18,80.6674,1310.67,2
206,1,3,0,2,1,4,1,1,4,3,1,0,0.001463,0,0,0,0,1,5,0,3,0,0,129,4,2,36,511.0,296,-56.8574,1207.18,80.6674,1310.67,2
72,1,0,3,1,2,11,1,3,1,6,1,0,-1.0,0,0,0,0,1,6,0,4,0,0,129,11,1,38,1.0,262,-56.8574,1207.12,80.6674,1310.67,2
208,1,3,0,2,1,5,1,1,3,4,1,0,0.001451,0,0,0,0,1,1,0,8,0,0,129,0,1,58,1.0,116,-56.8574,1207.12,80.6674,1310.67,2
72,1,0,3,1,2,11,1,8,1,6,1,0,-1.0,11,2,33,0,1,2,0,1,0,0,129,7,2,32,255.0,215,-56.9415,1207.12,80.6674,1310.67,2
225,1,3,0,2,1,6,1,1,8,5,1,0,0.001644,0,0,0,0,1,3,0,11,0,0,129,6,2,16,15.0,137,-56.9415,1207.12,80.6674,1310.67,2
72,1,0,3,1,2,11,1,11,1,6,1,0,-1.0,0,0,0,0,1,0,0,6,0,0,129,0,1,46,1.0,60,-56.9415,1207.12,80.6674,1310.67,2
293,1,3,0,2,1,10,1,1,11,10,1,0,0.001774,0,0,0,0,1,4,0,0,0,0,129,5,2,28,127.0,176,-56.9415,1207.12,80.6674,1310.67,2
42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,7,0,7,0,0,129,0,1,55,2.0,80,-56.9415,1207.12,80.6605,1310.67,2
60,0,0,4,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,9,0,5,0,0,129,10,1,42,1.0,17,-56.9415,1207.12,80.6605,1310.65,2
60,0,0,3,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,8,0,2,0,0,129,13,1,33,0.0,204,-56.9415,1207.12,80.6605,1310.65,2
42,0,3,0,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,5,0,3,0,0,129,5,2,36,511.0,297,-56.9415,1207.12,80.6605,1310.65,2
42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,5,1,15,0,1,6,0,4,0,0,129,12,1,38,1.0,261,-56.9415,1207.08,80.6605,1310.65,2
60,0,0,4,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,1,0,8,0,0,129,1,1,58,1.0,115,-56.9415,1207.08,80.6605,1310.65,2
42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2,0,1,0,0,129,8,2,32,255.0,216,-57.008,1207.08,80.6605,1310.65,2
60,0,0,4,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,3,0,11,0,0,129,7,2,16,15.0,139,-57.008,1207.08,80.6605,1310.65,2
72,1,0,3,1,2,11,1,7,1,6,1,0,-1.0,0,0,0,0,1,0,0,6,0,0,129,1,1,46,1.0,61,-57.008,1207.08,80.6605,1310.65,2
196,1,3,0,2,1,3,1,1,7,2,1,0,0.001626,5,1,15,0,1,4,0,0,0,0,129,6,2,28,127.0,175,-57.008,1207.08,80.6605,1310.65,2
72,1,0,3,1,2,11,1,5,1,6,1,0,-1.0,0,0,0,0,1,7,0,7,0,0,129,1,1,55,2.0,79,-57.008,1207.08,80.6557,1310.65,2
142,1,3,0,2,1,1,1,1,5,15,1,0,0.000703,0,0,0,0,1,8,0,9,0,0,129,14,0,1,20.0,3,-57.008,1207.08,80.6557,1310.65,2
81,1,0,3,1,2,12,1,2,1,11,1,0,-1.0,0,0,0,0,1,9,0,5,0,0,129,11,1,42,1.0,20,-57.008,1207.08,80.6557,1321.74,2
85,1,3,0,2,1,13,1,1,2,12,1,0,0.00062,0,0,0,1,0,8,0,2,0,0,129,15,1,33,0.0,243,-57.008,1207.08,80.6557,1321.74,2
72,1,0,3,1,2,11,1,10,1,6,1,0,-1.0,0,0,0,0,1,5,0,3,0,0,129,6,2,36,511.0,292,-57.008,1207.08,80.6557,1321.74,2
253,1,3,0,2,1,8,1,1,10,8,1,0,0.000775,0,0,0,0,1,6,0,4,0,0,129,13,1,38,1.0,279,-57.008,1224.34,80.6557,1321.74,2
72,1,0,3,1,2,11,1,9,1,6,1,0,-1.0,5,1,15,0,1,1,0,8,0,0,129,2,1,58,1.0,124,-57.008,1224.34,80.6557,1321.74,2
182,1,3,0,2,1,2,1,1,9,1,1,0,0.001703,0,0,0,0,1,2,0,1,0,0,129,9,2,32,255.0,232,-49.6967,1224.34,80.6557,1321.74,2
42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,21,5,63,0,1,3,0,11,0,0,129,8,2,16,15.0,159,-49.6967,1224.34,80.6557,1321.74,2
42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,0,0,6,0,0,129,2,1,46,1.0,42,-49.6967,1224.34,80.6557,1321.74,2
42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,4,1,12,0,1,4,0,0,0,0,129,7,2,28,127.0,161,-49.6967,1224.34,80.6557,1321.74,2
72,1,0,3,1,2,11,1,2,1,6,1,0,-1.0,0,0,0,0,1,7,0,7,0,0,129,2,1,55,2.0,88,-49.6967,1224.34,84.7967,1321.74,2
286,1,3,0,2,1,9,1,1,2,9,1,0,0.001859,0,0,0,0,1,9,0,9,0,0,129,12,0,1,20.0,3,-49.6967,1224.34,84.7967,1321.74,2
81,1,0,3,1,2,12,1,2,1,11,1,0,-1.0,12,2,36,0,1,9,0,5,0,0,129,13,1,42,1.0,12,-49.6967,1224.34,84.7967,1342.81,2
85,1,3,0,2,1,13,1,1,2,12,1,0,0.002291,0,0,0,1,0,8,0,2,0,0,129,0,1,33,0.0,245,-49.6967,1224.34,84.7967,1342.81,2
72,1,0,3,1,2,11,1,6,1,6,1,0,-1.0,6,1,18,0,1,9,0,9,0,0,129,14,0,1,20.0,8,-49.6967,1224.34,84.7967,1342.81,2
239,1,3,0,2,1,7,1,1,6,7,1,0,0.000875,0,0,0,0,1,5,0,3,0,0,129,7,2,36,511.0,290,-49.6967,1224.34,84.7967,1342.81,2
72,1,0,3,1,2,11,1,4,1,6,1,0,-1.0,6,1,18,0,1,6,0,4,0,0,129,14,1,38,1.0,280,-49.6967,1253.25,84.7967,1342.81,2
206,1,3,0,2,1,4,1,1,4,3,1,0,0.001014,0,0,0,0,1,1,0,8,0,0,129,3,1,58,1.0,126,-49.6967,1253.25,84.7967,1342.81,2
72,1,0,3,1,2,11,1,3,1,6,1,0,-1.0,0,0,0,0,1,2,0,1,0,0,129,10,2,32,255.0,227,-50.178,1253.25,84.7967,1342.81,2
208,1,3,0,2,1,5,1,1,3,4,1,0,0.000809,0,0,0,0,1,3,0,11,0,0,129,9,2,16,15.0,158,-50.178,1253.25,84.7967,1342.81,2
42,0,3,0,0,0,0,0,0,0,0,0,0,-1.0,6,1,18,0,1,0,0,6,0,0,129,3,1,46,1.0,43,-50.178,1253.25,84.7967,1342.81,2
60,0,0,3,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,4,0,0,0,0,129,8,2,28,127.0,184,-50.178,1253.25,84.7967,1342.81,2
72,1,0,3,1,2,11,1,8,1,6,1,0,-1.0,5,1,15,0,1,7,0,7,0,0,129,3,1,55,2.0,87,-50.178,1253.25,94.6856,1342.81,2
225,1,3,0,2,1,6,1,1,8,5,1,0,0.002097,0,0,0,0,1,7,0,9,0,0,129,4,0,1,20.0,3,-50.178,1253.25,94.6856,1342.81,2
42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,9,0,5,0,0,129,15,1,42,1.0,27,-50.178,1253.25,94.6856,102.035,2
72,1,0,3,1,2,11,1,11,1,6,1,0,-1.0,0,0,0,0,1,8,0,2,0,0,129,1,1,33,0.0,234,-50.178,1253.25,94.6856,102.035,2
293,1,3,0,2,1,10,1,1,11,10,1,0,0.002012,0,0,0,0,1,5,0,3,0,0,129,8,2,36,511.0,281,-50.178,1253.25,94.6856,102.035,2
42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,5,1,15,0,1,6,0,4,0,0,129,15,1,38,1.0,278,-50.178,1288.3,94.6856,102.035,2
60,0,0,3,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,1,0,8,0,0,129,4,1,58,1.0,109,-50.178,1288.3,94.6856,102.035,2
42,0,3,0,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,2,0,1,0,0,129,11,2,32,255.0,211,-49.4101,1288.3,94.6856,102.035,2
42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,3,0,11,0,0,129,10,2,16,15.0,149,-49.4101,1288.3,94.6856,102.035,2
60,0,0,4,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,7,0,9,0,0,129,5,0,1,20.0,9,-49.4101,1288.3,94.6856,102.035,2
72,1,0,3,1,2,11,1,7,1,6,1,0,-1.0,5,1,15,0,1,0,0,6,0,0,129,4,1,46,1.0,44,-49.4101,1288.3,94.6856,102.035,2
196,1,3,0,2,1,3,1,1,7,2,1,0,0.002043,0,0,0,0,1,4,0,0,0,0,129,9,2,28,127.0,186,-49.4101,1288.3,94.6856,102.035,2
60,0,0,4,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,7,0,7,0,0,129,6,1,55,2.0,89,-49.4101,1288.3,46.5528,102.035,2
72,1,0,3,1,2,11,1,5,1,6,1,0,-1.0,0,0,0,0,1,9,0,5,0,0,129,0,1,42,1.0,26,-49.4101,1288.3,46.5528,84.7103,2
142,1,3,0,2,1,1,1,1,5,15,1,0,0.002141,0,0,0,1,2,8,0,2,0,0,129,2,1,33,0.0,235,-49.4101,1288.3,46.5528,84.7103,2
