Unnamed: 0,frame_len,frame_protocols,eth_src,eth_dst,ip_src,ip_dst,ip_len,ip_flags,tcp_srcport,tcp_dstport,tcp_len,tcp_flags,tcp_retransmission,tcp_rtt,flow_count,flow_final_count,packets,snort_alert,snort_alert_type,Time,LL_dnp3_src,LL_dnp3_dst,LL_dnp3_len,LL_dnp3_ctl,TL_dnp3_tr_ctl,AL_dnp3_al_func,AL_dnp3_al_ctl,AL_dnp3_obj,DNP3 Object Count,DNP3 Objects,AL_Payload,value1,value2,value3,value4,Use_Case
63,60,0,0,4,0,0,0,0,0,0,0,0,0,-1.0,5,1,15,1,2,2020-10-17 16:26:26.158474922,2,0,1,0,0,129,5,2,32,255.0,213,-56.7556,1207.29,80.678,1310.85,UC3
64,60,0,0,4,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,2020-10-17 16:26:26.496463060,3,0,11,0,0,129,4,2,16,15.0,138,-56.7556,1207.29,80.678,1310.85,UC3
65,42,0,3,0,0,0,0,0,0,0,0,0,0,-1.0,4,1,12,0,1,2020-10-17 16:26:28.104574919,0,0,6,0,0,129,14,1,46,1.0,58,-56.7556,1207.29,80.678,1310.85,UC3
66,60,0,0,3,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,2020-10-17 16:26:29.424484968,4,0,0,0,0,129,3,2,28,127.0,173,-56.7556,1207.29,80.678,1310.85,UC3
67,60,0,0,4,0,0,0,0,0,0,0,0,0,-1.0,9,2,26,1,2,2020-10-17 16:26:40.972800970,7,0,7,0,0,129,14,1,55,2.0,82,-56.7556,1207.29,80.6764,1310.85,UC3
68,42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,4,1,12,0,1,2020-10-17 16:26:48.175591946,9,0,5,0,0,129,8,1,42,1.0,15,-56.7556,1207.29,80.6764,1310.71,UC3
69,60,0,0,4,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,2020-10-17 16:26:48.611566067,8,0,2,0,0,129,11,1,33,0.0,206,-56.7556,1207.29,80.6764,1310.71,UC3
70,42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2020-10-17 16:26:49.299568892,5,0,3,0,0,129,3,2,36,511.0,295,-56.7556,1207.29,80.6764,1310.71,UC3
71,60,0,0,4,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,2020-10-17 16:26:53.265644072,6,0,4,0,0,129,10,1,38,1.0,263,-56.7556,1207.18,80.6764,1310.71,UC3
72,42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2020-10-17 16:26:53.313704967,1,0,8,0,0,129,15,1,58,1.0,117,-56.7556,1207.18,80.6764,1310.71,UC3
73,72,1,0,3,1,2,11,1,2,1,6,1,0,-1.0,4,1,12,0,1,2020-10-17 16:26:56.309525013,2,0,1,0,0,129,6,2,32,255.0,214,-56.8574,1207.18,80.6764,1310.71,UC3
74,286,1,3,0,2,1,9,1,1,2,9,1,0,0.002422,0,0,0,0,1,2020-10-17 16:26:56.723562002,3,0,11,0,0,129,5,2,16,15.0,136,-56.8574,1207.18,80.6764,1310.71,UC3
75,81,1,0,3,1,2,12,1,4,1,11,1,0,-1.0,12,2,36,0,1,2020-10-17 16:26:58.407594919,0,0,6,0,0,129,15,1,46,1.0,59,-56.8574,1207.18,80.6764,1310.71,UC3
76,85,1,3,0,2,1,13,1,1,4,12,1,0,0.001818,0,0,0,1,0,2020-10-17 16:26:59.719533920,4,0,0,0,0,129,4,2,28,127.0,174,-56.8574,1207.18,80.6764,1310.71,UC3
77,72,1,0,3,1,2,11,1,6,1,6,1,0,-1.0,13,2,38,0,1,2020-10-17 16:27:11.215601921,7,0,7,0,0,129,15,1,55,2.0,81,-56.8574,1207.18,80.6674,1310.71,UC3
78,239,1,3,0,2,1,7,1,1,6,7,1,0,0.001638,0,0,0,0,1,2020-10-17 16:27:18.416563034,9,0,5,0,0,129,9,1,42,1.0,16,-56.8574,1207.18,80.6674,1310.67,UC3
79,72,1,0,3,1,2,11,1,4,1,6,1,0,-1.0,0,0,0,0,1,2020-10-17 16:27:18.842530012,8,0,2,0,0,129,12,1,33,0.0,205,-56.8574,1207.18,80.6674,1310.67,UC3
80,206,1,3,0,2,1,4,1,1,4,3,1,0,0.001463,0,0,0,0,1,2020-10-17 16:27:19.528497934,5,0,3,0,0,129,4,2,36,511.0,296,-56.8574,1207.18,80.6674,1310.67,UC3
81,72,1,0,3,1,2,11,1,3,1,6,1,0,-1.0,0,0,0,0,1,2020-10-17 16:27:23.566539049,6,0,4,0,0,129,11,1,38,1.0,262,-56.8574,1207.12,80.6674,1310.67,UC3
82,208,1,3,0,2,1,5,1,1,3,4,1,0,0.001451,0,0,0,0,1,2020-10-17 16:27:23.612571955,1,0,8,0,0,129,0,1,58,1.0,116,-56.8574,1207.12,80.6674,1310.67,UC3
83,72,1,0,3,1,2,11,1,8,1,6,1,0,-1.0,11,2,33,0,1,2020-10-17 16:27:26.540493965,2,0,1,0,0,129,7,2,32,255.0,215,-56.9415,1207.12,80.6674,1310.67,UC3
84,225,1,3,0,2,1,6,1,1,8,5,1,0,0.001644,0,0,0,0,1,2020-10-17 16:27:26.952455044,3,0,11,0,0,129,6,2,16,15.0,137,-56.9415,1207.12,80.6674,1310.67,UC3
85,72,1,0,3,1,2,11,1,11,1,6,1,0,-1.0,0,0,0,0,1,2020-10-17 16:27:28.708560944,0,0,6,0,0,129,0,1,46,1.0,60,-56.9415,1207.12,80.6674,1310.67,UC3
86,293,1,3,0,2,1,10,1,1,11,10,1,0,0.001774,0,0,0,0,1,2020-10-17 16:27:30.016479015,4,0,0,0,0,129,5,2,28,127.0,176,-56.9415,1207.12,80.6674,1310.67,UC3
87,42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2020-10-17 16:27:41.440617085,7,0,7,0,0,129,0,1,55,2.0,80,-56.9415,1207.12,80.6605,1310.67,UC3
88,60,0,0,4,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,2020-10-17 16:27:48.710546017,9,0,5,0,0,129,10,1,42,1.0,17,-56.9415,1207.12,80.6605,1310.65,UC3
89,60,0,0,3,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2020-10-17 16:27:49.148531914,8,0,2,0,0,129,13,1,33,0.0,204,-56.9415,1207.12,80.6605,1310.65,UC3
90,42,0,3,0,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,2020-10-17 16:27:49.830521107,5,0,3,0,0,129,5,2,36,511.0,297,-56.9415,1207.12,80.6605,1310.65,UC3
91,42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,5,1,15,0,1,2020-10-17 16:27:53.830509901,6,0,4,0,0,129,12,1,38,1.0,261,-56.9415,1207.08,80.6605,1310.65,UC3
92,60,0,0,4,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,2020-10-17 16:27:53.870595932,1,0,8,0,0,129,1,1,58,1.0,115,-56.9415,1207.08,80.6605,1310.65,UC3
93,42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2020-10-17 16:27:56.766477108,2,0,1,0,0,129,8,2,32,255.0,216,-57.008,1207.08,80.6605,1310.65,UC3
94,60,0,0,4,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,2020-10-17 16:27:57.178512096,3,0,11,0,0,129,7,2,16,15.0,139,-57.008,1207.08,80.6605,1310.65,UC3
95,72,1,0,3,1,2,11,1,7,1,6,1,0,-1.0,0,0,0,0,1,2020-10-17 16:27:59.008564949,0,0,6,0,0,129,1,1,46,1.0,61,-57.008,1207.08,80.6605,1310.65,UC3
96,196,1,3,0,2,1,3,1,1,7,2,1,0,0.001626,5,1,15,0,1,2020-10-17 16:28:00.316473961,4,0,0,0,0,129,6,2,28,127.0,175,-57.008,1207.08,80.6605,1310.65,UC3
97,72,1,0,3,1,2,11,1,5,1,6,1,0,-1.0,0,0,0,0,1,2020-10-17 16:28:11.676619053,7,0,7,0,0,129,1,1,55,2.0,79,-57.008,1207.08,80.6557,1310.65,UC3
98,142,1,3,0,2,1,1,1,1,5,15,1,0,0.000703,0,0,0,0,1,2020-10-17 16:28:13.458569050,8,0,9,0,0,129,14,0,1,20.0,3,-57.008,1207.08,80.6557,1310.65,UC3
99,81,1,0,3,1,2,12,1,2,1,11,1,0,-1.0,0,0,0,0,1,2020-10-17 16:28:19.025546074,9,0,5,0,0,129,11,1,42,1.0,20,-57.008,1207.08,80.6557,1321.74,UC3
100,85,1,3,0,2,1,13,1,1,2,12,1,0,0.00062,0,0,0,1,0,2020-10-17 16:28:19.449538946,8,0,2,0,0,129,15,1,33,0.0,243,-57.008,1207.08,80.6557,1321.74,UC3
101,72,1,0,3,1,2,11,1,10,1,6,1,0,-1.0,0,0,0,0,1,2020-10-17 16:28:20.127506971,5,0,3,0,0,129,6,2,36,511.0,292,-57.008,1207.08,80.6557,1321.74,UC3
102,253,1,3,0,2,1,8,1,1,10,8,1,0,0.000775,0,0,0,0,1,2020-10-17 16:28:24.127538919,6,0,4,0,0,129,13,1,38,1.0,279,-57.008,1224.34,80.6557,1321.74,UC3
103,72,1,0,3,1,2,11,1,9,1,6,1,0,-1.0,5,1,15,0,1,2020-10-17 16:28:24.183559895,1,0,8,0,0,129,2,1,58,1.0,124,-57.008,1224.34,80.6557,1321.74,UC3
104,182,1,3,0,2,1,2,1,1,9,1,1,0,0.001703,0,0,0,0,1,2020-10-17 16:28:26.989480019,2,0,1,0,0,129,9,2,32,255.0,232,-49.6967,1224.34,80.6557,1321.74,UC3
105,42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,21,5,63,0,1,2020-10-17 16:28:27.419473886,3,0,11,0,0,129,8,2,16,15.0,159,-49.6967,1224.34,80.6557,1321.74,UC3
106,42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2020-10-17 16:28:29.307569027,0,0,6,0,0,129,2,1,46,1.0,42,-49.6967,1224.34,80.6557,1321.74,UC3
107,42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,4,1,12,0,1,2020-10-17 16:28:30.637506962,4,0,0,0,0,129,7,2,28,127.0,161,-49.6967,1224.34,80.6557,1321.74,UC3
108,72,1,0,3,1,2,11,1,2,1,6,1,0,-1.0,0,0,0,0,1,2020-10-17 16:28:41.992619038,7,0,7,0,0,129,2,1,55,2.0,88,-49.6967,1224.34,84.7967,1321.74,UC3
109,286,1,3,0,2,1,9,1,1,2,9,1,0,0.001859,0,0,0,0,1,2020-10-17 16:28:42.978588104,9,0,9,0,0,129,12,0,1,20.0,3,-49.6967,1224.34,84.7967,1321.74,UC3
110,81,1,0,3,1,2,12,1,2,1,11,1,0,-1.0,12,2,36,0,1,2020-10-17 16:28:49.344552040,9,0,5,0,0,129,13,1,42,1.0,12,-49.6967,1224.34,84.7967,1342.81,UC3
111,85,1,3,0,2,1,13,1,1,2,12,1,0,0.002291,0,0,0,1,0,2020-10-17 16:28:49.760545015,8,0,2,0,0,129,0,1,33,0.0,245,-49.6967,1224.34,84.7967,1342.81,UC3
112,72,1,0,3,1,2,11,1,6,1,6,1,0,-1.0,6,1,18,0,1,2020-10-17 16:28:49.918529034,9,0,9,0,0,129,14,0,1,20.0,8,-49.6967,1224.34,84.7967,1342.81,UC3
113,239,1,3,0,2,1,7,1,1,6,7,1,0,0.000875,0,0,0,0,1,2020-10-17 16:28:50.436497927,5,0,3,0,0,129,7,2,36,511.0,290,-49.6967,1224.34,84.7967,1342.81,UC3
114,72,1,0,3,1,2,11,1,4,1,6,1,0,-1.0,6,1,18,0,1,2020-10-17 16:28:54.464572906,6,0,4,0,0,129,14,1,38,1.0,280,-49.6967,1253.25,84.7967,1342.81,UC3
115,206,1,3,0,2,1,4,1,1,4,3,1,0,0.001014,0,0,0,0,1,2020-10-17 16:28:54.524590969,1,0,8,0,0,129,3,1,58,1.0,126,-49.6967,1253.25,84.7967,1342.81,UC3
116,72,1,0,3,1,2,11,1,3,1,6,1,0,-1.0,0,0,0,0,1,2020-10-17 16:28:57.290518999,2,0,1,0,0,129,10,2,32,255.0,227,-50.178,1253.25,84.7967,1342.81,UC3
117,208,1,3,0,2,1,5,1,1,3,4,1,0,0.000809,0,0,0,0,1,2020-10-17 16:28:57.732517004,3,0,11,0,0,129,9,2,16,15.0,158,-50.178,1253.25,84.7967,1342.81,UC3
118,42,0,3,0,0,0,0,0,0,0,0,0,0,-1.0,6,1,18,0,1,2020-10-17 16:28:59.604594946,0,0,6,0,0,129,3,1,46,1.0,43,-50.178,1253.25,84.7967,1342.81,UC3
119,60,0,0,3,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,2020-10-17 16:29:00.960558891,4,0,0,0,0,129,8,2,28,127.0,184,-50.178,1253.25,84.7967,1342.81,UC3
120,72,1,0,3,1,2,11,1,8,1,6,1,0,-1.0,5,1,15,0,1,2020-10-17 16:29:12.300657034,7,0,7,0,0,129,3,1,55,2.0,87,-50.178,1253.25,94.6856,1342.81,UC3
121,225,1,3,0,2,1,6,1,1,8,5,1,0,0.002097,0,0,0,0,1,2020-10-17 16:29:17.230580091,7,0,9,0,0,129,4,0,1,20.0,3,-50.178,1253.25,94.6856,1342.81,UC3
122,42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2020-10-17 16:29:19.656590939,9,0,5,0,0,129,15,1,42,1.0,27,-50.178,1253.25,94.6856,102.035,UC3
123,72,1,0,3,1,2,11,1,11,1,6,1,0,-1.0,0,0,0,0,1,2020-10-17 16:29:20.076560020,8,0,2,0,0,129,1,1,33,0.0,234,-50.178,1253.25,94.6856,102.035,UC3
124,293,1,3,0,2,1,10,1,1,11,10,1,0,0.002012,0,0,0,0,1,2020-10-17 16:29:20.746547937,5,0,3,0,0,129,8,2,36,511.0,281,-50.178,1253.25,94.6856,102.035,UC3
125,42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,5,1,15,0,1,2020-10-17 16:29:24.807514906,6,0,4,0,0,129,15,1,38,1.0,278,-50.178,1288.3,94.6856,102.035,UC3
126,60,0,0,3,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2020-10-17 16:29:24.863562107,1,0,8,0,0,129,4,1,58,1.0,109,-50.178,1288.3,94.6856,102.035,UC3
127,42,0,3,0,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,2020-10-17 16:29:27.585470915,2,0,1,0,0,129,11,2,32,255.0,211,-49.4101,1288.3,94.6856,102.035,UC3
128,42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2020-10-17 16:29:28.055470943,3,0,11,0,0,129,10,2,16,15.0,149,-49.4101,1288.3,94.6856,102.035,UC3
129,60,0,0,4,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,2020-10-17 16:29:29.149571896,7,0,9,0,0,129,5,0,1,20.0,9,-49.4101,1288.3,94.6856,102.035,UC3
130,72,1,0,3,1,2,11,1,7,1,6,1,0,-1.0,5,1,15,0,1,2020-10-17 16:29:29.907583952,0,0,6,0,0,129,4,1,46,1.0,44,-49.4101,1288.3,94.6856,102.035,UC3
131,196,1,3,0,2,1,3,1,1,7,2,1,0,0.002043,0,0,0,0,1,2020-10-17 16:29:31.276478052,4,0,0,0,0,129,9,2,28,127.0,186,-49.4101,1288.3,94.6856,102.035,UC3
132,60,0,0,4,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2020-10-17 16:29:42.612610102,7,0,7,0,0,129,6,1,55,2.0,89,-49.4101,1288.3,46.5528,102.035,UC3
133,72,1,0,3,1,2,11,1,5,1,6,1,0,-1.0,0,0,0,0,1,2020-10-17 16:29:49.964572906,9,0,5,0,0,129,0,1,42,1.0,26,-49.4101,1288.3,46.5528,84.7103,UC3
134,142,1,3,0,2,1,1,1,1,5,15,1,0,0.002141,0,0,0,1,2,2020-10-17 16:29:50.404515028,8,0,2,0,0,129,2,1,33,0.0,235,-49.4101,1288.3,46.5528,84.7103,UC3
135,60,0,0,4,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,2020-10-17 16:29:51.042516947,5,0,3,0,0,129,9,2,36,511.0,282,-49.4101,1288.3,46.5528,84.7103,UC3
136,81,1,0,3,1,2,12,1,6,1,11,1,0,-1.0,5,1,15,0,1,2020-10-17 16:29:55.066512108,6,0,4,0,0,129,0,1,38,1.0,277,-49.4101,1290.08,46.5528,84.7103,UC3
137,85,1,3,0,2,1,13,1,1,6,12,1,0,0.001413,0,0,0,0,1,2020-10-17 16:29:55.112560987,1,0,8,0,0,129,5,1,58,1.0,108,-49.4101,1290.08,46.5528,84.7103,UC3
138,72,1,0,3,1,2,11,1,10,1,6,1,0,-1.0,0,0,0,0,1,2020-10-17 16:29:57.812478065,2,0,1,0,0,129,12,2,32,255.0,219,-49.5289,1290.08,46.5528,84.7103,UC3
139,253,1,3,0,2,1,8,1,1,10,8,1,0,0.000322,0,0,0,1,0,2020-10-17 16:29:58.292449951,3,0,11,0,0,129,11,2,16,15.0,150,-49.5289,1290.08,46.5528,84.7103,UC3
140,72,1,0,3,1,2,11,1,9,1,6,1,0,-1.0,0,0,0,0,1,2020-10-17 16:30:00.132559061,0,0,6,0,0,129,5,1,46,1.0,45,-49.5289,1290.08,46.5528,84.7103,UC3
141,182,1,3,0,2,1,2,1,1,9,1,1,0,0.002116,0,0,0,0,1,2020-10-17 16:30:01.520498036,4,0,0,0,0,129,10,2,28,127.0,162,-49.5289,1290.08,46.5528,84.7103,UC3
142,42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,13,3,39,0,1,2020-10-17 16:30:12.928605080,7,0,7,0,0,129,7,1,55,2.0,90,-49.5289,1290.08,39.9998,84.7103,UC3
143,42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2020-10-17 16:30:20.283549070,9,0,5,0,0,129,1,1,42,1.0,29,-49.5289,1290.08,39.9998,83.8174,UC3
144,42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2020-10-17 16:30:20.723535061,8,0,2,0,0,129,3,1,33,0.0,241,-49.5289,1290.08,39.9998,83.8174,UC3
145,42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,4,1,12,0,1,2020-10-17 16:30:21.343508005,5,0,3,0,0,129,10,2,36,511.0,283,-49.5289,1290.08,39.9998,83.8174,UC3
146,42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,4,1,12,0,1,2020-10-17 16:30:25.301517010,6,0,4,0,0,129,1,1,38,1.0,276,-49.5289,1289.41,39.9998,83.8174,UC3
147,42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2020-10-17 16:30:25.385576010,1,0,8,0,0,129,6,1,58,1.0,107,-49.5289,1289.41,39.9998,83.8174,UC3
148,81,1,0,3,1,2,12,1,6,1,11,1,0,-1.0,4,1,12,0,1,2020-10-17 16:30:28.039484024,2,0,1,0,0,129,13,2,32,255.0,220,-50.8214,1289.41,39.9998,83.8174,UC3
149,85,1,3,0,2,1,13,1,1,6,12,1,0,0.001349,0,0,0,1,0,2020-10-17 16:30:28.519474982,3,0,11,0,0,129,12,2,16,15.0,151,-50.8214,1289.41,39.9998,83.8174,UC3
150,42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2020-10-17 16:30:30.359556913,0,0,6,0,0,129,6,1,46,1.0,46,-50.8214,1289.41,39.9998,83.8174,UC3
151,72,1,0,3,1,2,11,1,2,1,6,1,0,-1.0,0,0,0,0,1,2020-10-17 16:30:31.747486115,4,0,0,0,0,129,11,2,28,127.0,166,-50.8214,1289.41,39.9998,83.8174,UC3
152,286,1,3,0,2,1,9,1,1,2,9,1,0,0.000368,0,0,0,0,1,2020-10-17 16:30:43.239610910,7,0,7,0,0,129,8,1,55,2.0,95,-50.8214,1289.41,37.0424,83.8174,UC3
153,42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2020-10-17 16:30:50.588545084,9,0,5,0,0,129,2,1,42,1.0,28,-50.8214,1289.41,37.0424,83.2734,UC3
154,42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,6,1,18,0,1,2020-10-17 16:30:51.036727905,8,0,2,0,0,129,4,1,33,0.0,239,-50.8214,1289.41,37.0424,83.2734,UC3
155,42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2020-10-17 16:30:51.648499966,5,0,3,0,0,129,11,2,36,511.0,285,-50.8214,1289.41,37.0424,83.2734,UC3
156,42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,6,1,18,0,1,2020-10-17 16:30:55.532516956,6,0,4,0,0,129,2,1,38,1.0,275,-50.8214,1288.74,37.0424,83.2734,UC3
157,42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,6,1,18,0,1,2020-10-17 16:30:55.610543013,1,0,8,0,0,129,7,1,58,1.0,101,-50.8214,1288.74,37.0424,83.2734,UC3
158,42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2020-10-17 16:30:58.274468899,2,0,1,0,0,129,14,2,32,255.0,222,-51.831,1288.74,37.0424,83.2734,UC3
159,42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2020-10-17 16:30:58.744466066,3,0,11,0,0,129,13,2,16,15.0,156,-51.831,1288.74,37.0424,83.2734,UC3
160,72,1,0,3,1,2,11,1,6,1,6,1,0,-1.0,6,1,18,0,1,2020-10-17 16:31:00.582572937,0,0,6,0,0,129,7,1,46,1.0,47,-51.831,1288.74,37.0424,83.2734,UC3
161,239,1,3,0,2,1,7,1,1,6,7,1,0,0.000514,0,0,0,0,1,2020-10-17 16:31:01.974479914,4,0,0,0,0,129,12,2,28,127.0,169,-51.831,1288.74,37.0424,83.2734,UC3
162,72,1,0,3,1,2,11,1,4,1,6,1,0,-1.0,0,0,0,0,1,2020-10-17 16:31:13.556760073,7,0,7,0,0,129,9,1,55,2.0,91,-51.831,1288.74,37.3103,83.2734,UC3
163,206,1,3,0,2,1,4,1,1,4,3,1,0,0.000524,0,0,0,0,1,2020-10-17 16:31:20.900655031,9,0,5,0,0,129,3,1,42,1.0,30,-51.831,1288.74,37.3103,83.6475,UC3
164,72,1,0,3,1,2,11,1,3,1,6,1,0,-1.0,0,0,0,0,1,2020-10-17 16:31:21.340564013,8,0,2,0,0,129,5,1,33,0.0,242,-51.831,1288.74,37.3103,83.6475,UC3
165,208,1,3,0,2,1,5,1,1,3,4,1,0,0.000403,0,0,0,0,1,2020-10-17 16:31:21.958548069,5,0,3,0,0,129,12,2,36,511.0,284,-51.831,1288.74,37.3103,83.6475,UC3
166,42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,11,2,33,0,1,2020-10-17 16:31:25.764585972,6,0,4,0,0,129,3,1,38,1.0,274,-51.831,1288.54,37.3103,83.6475,UC3
167,72,1,0,3,1,2,11,1,8,1,6,1,0,-1.0,0,0,0,0,1,2020-10-17 16:31:25.844625950,1,0,8,0,0,129,8,1,58,1.0,105,-51.831,1288.54,37.3103,83.6475,UC3
168,225,1,3,0,2,1,6,1,1,8,5,1,0,0.000536,0,0,0,0,1,2020-10-17 16:31:28.568521023,2,0,1,0,0,129,15,2,32,255.0,221,-52.6347,1288.54,37.3103,83.6475,UC3
169,72,1,0,3,1,2,11,1,11,1,6,1,0,-1.0,0,0,0,0,1,2020-10-17 16:31:29.056508064,3,0,11,0,0,129,14,2,16,15.0,153,-52.6347,1288.54,37.3103,83.6475,UC3
170,293,1,3,0,2,1,10,1,1,11,10,1,0,0.000734,0,0,0,0,1,2020-10-17 16:31:30.892604113,0,0,6,0,0,129,8,1,46,1.0,48,-52.6347,1288.54,37.3103,83.6475,UC3
171,42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2020-10-17 16:31:32.268707991,4,0,0,0,0,129,13,2,28,127.0,168,-52.6347,1288.54,37.3103,83.6475,UC3
172,42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,5,1,15,0,1,2020-10-17 16:31:43.867621899,7,0,7,0,0,129,10,1,55,2.0,94,-52.6347,1288.54,36.4579,83.6475,UC3
173,72,1,0,3,1,2,11,1,7,1,6,1,0,-1.0,5,1,15,0,1,2020-10-17 16:31:51.215595007,9,0,5,0,0,129,4,1,42,1.0,31,-52.6347,1288.54,36.4579,82.8917,UC3
174,196,1,3,0,2,1,3,1,1,7,2,1,0,0.000589,0,0,0,0,1,2020-10-17 16:31:51.671601057,8,0,2,0,0,129,6,1,33,0.0,240,-52.6347,1288.54,36.4579,82.8917,UC3
175,72,1,0,3,1,2,11,1,5,1,6,1,0,-1.0,0,0,0,0,1,2020-10-17 16:31:52.267560959,5,0,3,0,0,129,13,2,36,511.0,286,-52.6347,1288.54,36.4579,82.8917,UC3
176,142,1,3,0,2,1,1,1,1,5,15,1,0,0.000642,0,0,0,0,1,2020-10-17 16:31:55.995584965,6,0,4,0,0,129,4,1,38,1.0,273,-52.6347,1288.16,36.4579,82.8917,UC3
177,72,1,0,3,1,2,11,1,10,1,6,1,0,-1.0,5,1,15,0,1,2020-10-17 16:31:56.079616070,1,0,8,0,0,129,9,1,58,1.0,102,-52.6347,1288.16,36.4579,82.8917,UC3
178,253,1,3,0,2,1,8,1,1,10,8,1,0,0.001571,0,0,0,0,1,2020-10-17 16:31:58.863512039,2,0,1,0,0,129,0,2,32,255.0,223,-53.1832,1288.16,36.4579,82.8917,UC3
179,60,0,0,3,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2020-10-17 16:31:59.359510899,3,0,11,0,0,129,15,2,16,15.0,157,-53.1832,1288.16,36.4579,82.8917,UC3
180,42,0,3,0,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,2020-10-17 16:32:01.211610079,0,0,6,0,0,129,9,1,46,1.0,49,-53.1832,1288.16,36.4579,82.8917,UC3
181,72,1,0,3,1,2,11,1,9,1,6,1,0,-1.0,0,0,0,0,1,2020-10-17 16:32:02.571647882,4,0,0,0,0,129,14,2,28,127.0,167,-53.1832,1288.16,36.4579,82.8917,UC3
182,182,1,3,0,2,1,2,1,1,9,1,1,0,0.000569,0,0,0,0,1,2020-10-17 16:32:14.187648058,7,0,7,0,0,129,11,1,55,2.0,97,-53.1832,1288.16,36.1526,82.8917,UC3
183,42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,21,5,63,0,1,2020-10-17 16:32:21.535562992,9,0,5,0,0,129,5,1,42,1.0,34,-53.1832,1288.16,36.1526,82.8979,UC3
184,42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2020-10-17 16:32:21.987525940,8,0,2,0,0,129,7,1,33,0.0,237,-53.1832,1288.16,36.1526,82.8979,UC3
185,42,0,3,4,0,0,0,0,0,0,0,0,0,-1.0,4,1,12,0,1,2020-10-17 16:32:22.579504013,5,0,3,0,0,129,14,2,36,511.0,289,-53.1832,1288.16,36.1526,82.8979,UC3
186,72,1,0,3,1,2,11,1,2,1,6,1,0,-1.0,0,0,0,0,1,2020-10-17 16:32:26.223520994,6,0,4,0,0,129,5,1,38,1.0,272,-53.1832,1288.09,36.1526,82.8979,UC3
187,286,1,3,0,2,1,9,1,1,2,9,1,0,0.000857,0,0,0,0,1,2020-10-17 16:32:26.311579943,1,0,8,0,0,129,10,1,58,1.0,104,-53.1832,1288.09,36.1526,82.8979,UC3
188,42,0,3,0,0,0,0,0,0,0,0,0,0,-1.0,18,3,54,0,1,2020-10-17 16:32:29.159467936,2,0,1,0,0,129,1,2,32,255.0,224,-53.6449,1288.09,36.1526,82.8979,UC3
